pr.1	De hereseon diuersa pestilentia, uariisque erroribus qui ab origine mundi emerserint et sub Iudaeis defluxerint et ex quo uenit dominus noster Iesus saluator in carne pullulauerint, dicere oportet numerumque earum paulatim exponere inimicumque humani generis [diabolum] perdici fuisse a sancto propheta non inmerito comparatum agnoscere:
pr.2	qui cum infecunditatem patiatur saepius [perdix, ** aliorumque furtim fetus incubans quasi suos iam fouet ac uindicat filios usque ad tempus aliquod; cumque eis iam tempus aetatis discernens adcreuerit, tunc amissis falsis parentibus, iura parentum \' sensu proprio recordantes, palamque oculis intuentes, sequi eos amplius non demorantur. Quorum causa nobis similitudo haec nuntiata est?
pr.3	Quod diabolo relicto impietatis causa eius qui. orbem terrarum sui sub dicione ac potestate cum tenere putaret, *** postque uero Christo parente a nobis uiso et recognito, amissa falsitate parentis mendacissimi, iam ueri parentis Christi uestigia sequi omnis homo non moratur agnoscens. Cottidie per aenigma enim compleri cognoscimus prophetiam Hieremiae beatissimi ita dicentem: Clamauit perdix, collegit quae non parturiit, faciens sibi diuitias non cum sapientia, in medio dierum derelinquent eum, et in postremo erit insipiens, 
pr.4	 quod nunc deserentes cottidie omnes gentes idolatriam mortiferam 5 Ierem XVII 11 1 in B qui cum ed. pr. capp 1-28 seruauit solus nulla peculiaris libri huius praescriptio extat haeresaeon 6 diabolum om Sichardus 7 perdix om Sichardus excidit ueluti: aliorum nidos quaerens 13 ? posuit Oehlerus 14 ac potestate om Sichardus cum tenere] continere Oehlerus 15 excidit ueluti mendaciis suis animas ignorantium cottidie captiuaret, 18 cotidie 23 cotidie XXXVIII. Phllaat. 1 inimici, Christum iam uerum deum de lege et prophetis audientes eumque cum patre semper esse credentes ac recordantes, aeque ad eum modis omnibus supplices properant peruolare, ut compleatur prophetia: Recordabuntur et conuertentur ad dominum Christum omnes fines orbis terrarum. HIC ITAQVE HERETICORUM EST NUMERUS A MUNDI INITIO ATQVE ORIGINE:
1.1	 PRIMI sunt Ofitae, qui dicuntur et Serpentini. Isti serpentem id est colubrem uenerantur, dicentes quod hic prior initium nobis scientiae boni et mali adtulerit. Unde ei deum inuidisse adserunt, quia scientiam, inquit, primus detulit mulieri bonae rei atque malae, perque illam ita ad genus omne hominum permanauerit;
1.2	propter quod et de caelo primo deiectus est, inquit, in alterum; unde eum et de caelo aiunt aduenturum, et uelut aliquam dei uirtutem esse eundem aestimant, atque eum adnuntiant adorandum. 
2.1	Alii sunt Caiani, qui Cain laudant fratricidam, primogenitum patris nostri ac beati Adae protoplasti, dicentes ex altera 
2.2	 uirtute, id est diaboli, Cain factum, ex altera autem Abel beatissimum natum, et uirtutem maiorem, quae erat in ipso Cain, inualuisse, inquit, ut suum interficeret fratrem. 
3.1	Alia autem est heresis Sethianorum, quae Seth filium Adae postea genitum hocque appellatum: nomine uenerantur, qui post interfectionem Abel beatissimi natus est; ex quo et Sethiani appellantur, colentes eum ac dicentes quod duobus 4 Psalm. XXI 28 5 conuertentur Sichardiu] conuertnntar 9 <et> addidi eerpentem id est om Sichardus 10 colubrtk Sichardus 11 attulerit 18 perquae 20 protoplausti creatis hominibus initio et angelis in dissensione constitutis tenuit uirtus. in caelo feminea; apud eos enim masculi et feminae, dii deaeque esse putantur.
3.2	Quod peruidens, inquit, mater, quia occisus est Abel iustus, cogitauit ut pareret iustum Seth, in quem et collocauit magnae uirtutis spiritum, ut possint destrui, inquit, uirtutes inimicae.
3.3	De Seth autem ipso Christum deum genus deducere aiunt. Quidam autem ex eis non solum genus de eo deducere, sed etiam ipsum Christum esse adserunt atque opinantur. 
4.1	Dositheus quidam postea, Iudaeus genere, ausus est dicere secundum carnem solum esse uiuendum, in lege dei deque ea resurrectionem non sperans futuram 
4.2	nec dei spiritum nec angelum esse credens nec futurum iudicium de lege atque prophetis expectans. 
5.1	Sadducei post ipsum, a Saddoc homine Iudaeo qui hoc nomine uocabatur — qui discipulus fuit illius, qui et confirmauit hanc heresim, ut ex eo Sadducei dicerentur — secundum carnem aeque solum praedicant uiuendum, circumcidendum, corpusque baptizandum, 
5.2	 de lege autem diuina non aliud expectantes, Epicuream dementiam potius quam diuinae legis iura sectantes. De quibus et in euangelio scriptum est docente domino contraque hanc heresim pestiferam praedicante. 
6.1	Alia autem est Pharisaeorum, quae resurrectionem futuram confitetur, legem accipit et prophetas, Christum autem expectant ut iustum hominem.
6.2	Hi iudaizant et euangelia non 23 Matth. XXII 23 15 exspectans 22 exspectantes 23 euangelitl scribtum 28 exspectant 29 hii 1* accipiunt, et quaedam tempora Christo domino nostro esse contraria adserunt. 
7.1	Alii autem Samaritani sunt a Samareo rege ita nuncupati. Alii autem aiunt a filio Canaan, qui hoc nomine Samareus uocabatur, a quo Samaritani sunt appellati. Isti legem accipiunt Mosi, id est quattuor solum libros, iudicium futurum non expectantes, resurrectionem negantes, Christum deum dei filium in lege et prophetis nuntiatum ante non credentes, 
7.2	 animam etiam inmortalem habere hominem iuxta legem non sentientes, solum autem hoc in corpore uiuendum esse putantes, resurrectionemque futuram in procreatione filiorum, quae in hoc saeculo fit cottidie, hanc aestimantes eamque praedicantes uanitatem, insensatis quippe pecudibus comparati, ut scriptum est in propheta: Homo in honore constitutus non intellexit, comparatus pecudibus insensatis, et similis eis factus est. 
8.1	Alia est heresis Iudaeorum qui dicuntur Nazorei, quae legem et prophetas accipit, carnaliter tamen uiuendum adfirmat, omnemque iustificationem in carnali obseruantia consi- 
8.2	 stere suspicatur, crines etiam nutrientes capitis omnemque uirtutem iustitiae in eo putantes consistere, quasi a Samson illo iudice sibi hoc praesumentes indicii quia Nazorei uocabantur: a quo postea pagani fortes uiros ex illius figura usurpantes Hercules nuncuparunt. 16 PeaIm. XLVIII 13. 21 6 chanaft 7 mosi] i super 0 posuit m 2 8 exspectantes 13 cotidie 15 scribtum 16 ita cata cola scriptum est in cod 20 nazorei] a super 0 posuit m 2 21 affirmat 25 nazorei] a supra 0 posui, m 2 
9.1	Esseni autem alii sunt, qui hoc nomine appellantur. Hi monachorum uitam exercent, escas deliciosas non sumentes nec studium in uestimentis gerentes nec possidentes aliquid, lec. 
